ID;BENEFICIAIRE;MONTANT;ID_DEPUTE;NOM_DEPUTE;GROUPE;DEP;
7169;Commune du PONTET;20000;609691;FOURNIER-ARMAND Michèle;SRC;Vaucluse;
7170;Commune du Pré Saint-Gervais;200000;381;BARTOLONE Claude;SRC;Seine-Saint-Denis;
7171;Commune du Prêcheur;25000;610634;AZEROT Bruno Nestor;GDR;Martinique;
7172;Commune du Puycornet;10000;609590;RABAULT Valérie;SRC;Tarn-et-Garonne;
7173;Commune du Raincy;15000;610354;POPELIN Pascal;SRC;Seine-Saint-Denis;
7174;Commune du Thuit-Anger;2000;1991;LONCLE François;SRC;Eure;
7175;Commune du XX ème Ardt de Paris;40000;267954;HOFFMAN-RISPAL Danièle;SRC;Paris;
2730;Commune d’Ille Sur Têt;10000;608328;NEUVILLE Ségolène;SRC;Pyrénées-Orientales;
7179;Commune Fourneaux;10000;608778;SANTAIS Béatrice;SRC;Savoie;
7180;Commune GENOUILLAC;5000;1809;LAMBERT Jérôme;SRC;Charente;
7181;Commune Hermanville sur Mer;20000;605625;ATTARD Isabelle;ECOLO;Calvados;
7182;Commune La Brillanne;5000;2693;SAUVAN Gilbert;SRC;Alpes-de-Haute-Provence;
7183;Commune LA ROCHEFOUCAULD;7500;1809;LAMBERT Jérôme;SRC;Charente;
7184;Commune LABATUT;3000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7185;Commune LAGOS;2000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7186;Commune Langy;3000;330118;CHAMBEFORT Guy;SRC;Allier;
7187;Commune Lavoux;10000;872;CLAEYS Alain;SRC;Vienne;
7188;Commune LE BOUCHAGE;1500;1809;LAMBERT Jérôme;SRC;Charente;
7189;Commune Le Grand Lucé;30000;840;CHAUVEAU Guy-Michel;SRC;Sarthe;
7190;Commune Le Mesnil au val ;10000;642836;GOSSELIN Geneviève;SRC;Manche;
7191;Commune Le Taillan Médoc;10000;341981;RÉCALDE Marie;SRC;Gironde;
7192;Commune Le Taillan Médoc;6000;341981;RÉCALDE Marie;SRC;Gironde;
7193;Commune Les Brouzils;25000;309643;BESSE Véronique;NI;Vendée;
7194;Commune LES GONDS ;7000;331014;QUERE Catherine;SRC;Charente-Maritime;
7195;Commune Les Magnils Reigners;15000;609775;FOURAGE Hugues;SRC;Vendée;
7196;Commune Les Marches;7000;608778;SANTAIS Béatrice;SRC;Savoie;
7197;Commune Les Pineaux;10000;609743;BULTEAU Sylviane;SRC;Vendée;
7198;Commune LESSAC;5000;1809;LAMBERT Jérôme;SRC;Charente;
7199;Commune Libre des Salines;1000;2345;PELISSARD Jacques;UMP;Jura;
7200;Commune MEILLON;5000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7201;Commune MIREPEIX;11000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7202;Commune Montamisé;10000;872;CLAEYS Alain;SRC;Vienne;
7203;Commune MONTAUT;7000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7204;Commune NAY;5000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7205;Commune Neuville de Poitou;10000;872;CLAEYS Alain;SRC;Vienne;
7206;Commune OUSSE;6000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7207;Commune POURSAC;2500;1809;LAMBERT Jérôme;SRC;Charente;
7208;Commune RIUPEYROUS;7000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7209;Commune Saint Julien l'Ars;10000;872;CLAEYS Alain;SRC;Vienne;
7210;Commune Saint Michel de Maurienne;10000;608778;SANTAIS Béatrice;SRC;Savoie;
7211;Commune SAINT VINCENT;8000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7212;Commune Saint-Etienne de Montluc;20000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
7213;Commune Saint-Pardoux-la Rivière;10000;341339;LANGLADE Colette;SRC;Dordogne;
7214;Commune Sèvres Anxaumont;10000;872;CLAEYS Alain;SRC;Vienne;
7215;Commune St LAURENT BRETAGNE;8000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
7216;Commune ST-CHRISTOPHE;3750;1809;LAMBERT Jérôme;SRC;Charente;
7217;Commune ST-FRAIGNE;5000;1809;LAMBERT Jérôme;SRC;Charente;
7218;Commune Temple de Bretagne;30000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
7219;Commune Termignon;15000;608778;SANTAIS Béatrice;SRC;Savoie;
7220;Commune Toulon sur Allier;2000;330118;CHAMBEFORT Guy;SRC;Allier;
7221;Commune Varennes/Allier;3000;330118;CHAMBEFORT Guy;SRC;Allier;
7222;Commune VARS;5000;1809;LAMBERT Jérôme;SRC;Charente;
7223;Commune Vendeuvre du Poitou;10000;872;CLAEYS Alain;SRC;Vienne;
7224;Commune Vigneux de Bretagne;20000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
7225;Commune Villars;10000;341339;LANGLADE Colette;SRC;Dordogne;
7226;Commune VILLEFAGNAN;5000;1809;LAMBERT Jérôme;SRC;Charente;
7227;Commune XAMBES;7500;1809;LAMBERT Jérôme;SRC;Charente;
7228;Communes d'Albiez-Montrond et Le Jeune;15000;608778;SANTAIS Béatrice;SRC;Savoie;
7229;Communes de CIDEVILLE;3000;609222;CHAUVEL Dominique;SRC;Seine-Maritime;
7230;Communes de Lorient, Lanester, Ploemeur, Groix et Larmor-Plage;65000;343493;ROUILLARD Gwendal;SRC;Morbihan;
7231;Communic'action ;5000;642788;VERAN Olivier;SRC;Isère;
7232;Communue de CHAMPAGNE;10000;335054;KARAMANLI Marietta;SRC;Sarthe;
7233;Compagnie "L'oiseau sur le toit";5000;331594;URVOAS Jean-Jacques;SRC;Finistère;
7234;Compagnie acte 3 ;2000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7235;Compagnie Après-Vous;1000;608662;CHRETIEN Alain;UMP;Haute-Saône;
7236;Compagnie Arts'fusion;5000;;
7237;Compagnie Belfort Loisirs;4000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
7239;Compagnie d'Arc ;1000;1031;DEGAUCHY Lucien;UMP;Oise;
7240;Compagnie d'arc de Viarmes (tir à l'arc);1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
7242;Compagnie d'Emmaüs de Bourg-en-Bresse;10000;330008;BRETON Xavier;UMP;Ain;
7241;Compagnie de théâtre de La Base;4400;609816;MASSONNEAU Véronique;ECOLO;Vienne;
7243;Compagnie des 3 Jumeaux;1500;267165;CHATEL Luc;UMP;Haute-Marne;
7244;Compagnie des archers d'Oyonnax;1000;605036;ABAD Damien;UMP;Ain;
7245;Compagnie des Arcs;3000;345897;RICHARD Arnaud  ;UDI;Yvelines;
7246;Compagnie des TED;4000;642788;VERAN Olivier;SRC;Isère;
7247;Compagnie des Troublions;1000;1031;DEGAUCHY Lucien;UMP;Oise;
7248;Compagnie du Dragon et de la Lézarde;1000;1695;JACOB Christian;UMP;Seine-et-Marne;
7249;Compagnie du Kafoutch';2000;605518;LAMBERT François-Michel;ECOLO;Bouches-du-Rhône;
7250;Compagnie du Tire-laine ";35000;2611;ROMAN Bernard;SRC;Nord;
7238;Compagnie d’Arc de Provins et du Pays provinois;1000;1695;JACOB Christian;UMP;Seine-et-Marne;
7251;Compagnie Eretzian;2000;746;CARREZ Gilles;UMP;Val-de-Marne;
7252;Compagnie Galop de Buffles;3000;1032;DEGUILHEM Pascal;SRC;Dordogne;
7253;Compagnie I Chjachjaroni de Porto-Vecchio ;2000;267689;de ROCCA SERRA Camille;UMP;Corse-du-Sud;
7254;Compagnie Junior;1000;223837;BROCHAND Bernard;UMP;Alpes-Maritimes;
7255;Compagnie Kaléidoscope;4000;332384;ISSINDOU Michel;SRC;Isère;
7256;Compagnie les Images In Air;5000;1838;LASSALLE Jean;NI;Pyrénées-Atlantiques;
7257;Compagnie Melting Force;5000;332614;JUANICO Régis;SRC;Loire;
7258;Compagnie Pipasol;2000;345897;RICHARD Arnaud  ;UDI;Yvelines;
7259;Compagnie un Mot une Voix;2000;267506;VITEL Philippe;UMP;Var;
7260;Compagnie Vilcanota;3000;606545;ROUMÉGAS Jean-Louis;ECOLO;Hérault;
7261;Compagnons de l'Espoir;6342;267492;CANDELIER Jean-Jacques;GDR;Nord;
7262;Compagnons du Burkina;2500;334843;VERCHERE Patrice;UMP;Rhône;
7263;Compagnons du Devoir;6000;331835;IBORRA Monique;SRC;Haute-Garonne;
7264;Compétences pour l'entreprise;10000;609535;BUISINE Jean-Claude;SRC;Somme;
7265;Compiègne Sports Cyclistes;1000;1031;DEGAUCHY Lucien;UMP;Oise;
7266;Complices production;1000;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
7267;Comptoir Magique;1000;2048;MANCEL Jean-François;UMP;Oise;
7268;Comunauté de Communes Porte de Maurienne;25000;;
7269;CONCARNEAU CORNOUAILLE AGGLOMERATION;27500;1866;LE BRIS Gilbert;SRC;Finistère;
7270;Conciliateurs de justice de la Cour d'appel de Reims;1200;MARTIN Philippe Armand (UMP; 										<td class="representant">Marne;
7271;Concordia;1000;609520;POMPILI Barbara;ECOLO;Somme;
7272;Confédération Syndicale des Familles - Bellevue-Bourderies;1000;266863;FOUGERAT Jean-Pierre;SRC;Loire-Atlantique;
7273;Confédération syndicale des familles du Calvados;3000;1198;DUMONT Laurence;SRC;Calvados;
7274;Conférence Saint Vincent de Paul-Andernos;1000;606478;FOULON Yves;UMP;Gironde;
7275;Conférence Saint Vincent de Paul-Arcachon;1000;606478;FOULON Yves;UMP;Gironde;
7276;Conférence Saint-Vincent de Paul de Saint-Etienne du Mont;2500;1310;FILLON François;UMP;Paris;
7277;Confrérie de Charité d'Appeville Annebault;1500;2236;MORIN Hervé ;UDI;Eure;
7280;Confrérie de l'Etiquette ;1000;1574;GUIBAL Jean-Claude;UMP;Alpes-Maritimes;
7278;Confrérie de la Fraise de Carpentras et du Comtat Venaissin;1000;609726;AUBERT Julien;UMP;Vaucluse;
7279;Confrérie de la Très Sainte Trinité;2000;330240;CIOTTI Eric;UMP;Alpes-Maritimes;
7281;Confrérie des 3 Grappes;1500;267822;BENISTI Jacques Alain;UMP;Val-de-Marne;
7282;Confrérie des 3 Monts;1000;2377;PERRUT Bernard;UMP;Rhône;
7283;Confrérie du carnaval;1000;607846;DARMANIN Gérald;UMP;Nord;
7284;CONFRERIE DU CERVELAS AIGLON;1000;608016;LOUWAGIE Véronique;UMP;Orne;
7285;Congrès des Sacres;1000;417099;ROBINET Arnaud;UMP;Marne;
7286;Conseil constitutionnel;50000;;
7292;Conseil d'Etat;250000;;
7287;Conseil de Fabrique;1000;266774;FURST Laurent;UMP;Bas-Rhin;
7288;Conseil de Fabrique de l'Eglise de Blancherupt;1000;266774;FURST Laurent;UMP;Bas-Rhin;
7289;Conseil de Fabrique de Saint Quirin;1000;267556;MARTY Alain;UMP;Moselle;
7290;Conseil des échansons de France;8000;1498;GOASGUEN Claude;UMP;Paris;
7291;Conseil des parents d'élèves du Lycée Sivard de Beaulieu de Carentan;1000;266797;GOSSELIN Philippe;UMP;Manche;
7293;Conseil économique et social;50000;;
7294;Conseil Général de la Gironde;40000;606412;DOUCET Sandrine;SRC;Gironde;
7295;Conseil général de Seine-Saint-Denis;65000;610245;HANOTIN Mathieu;SRC;Seine-Saint-Denis;
7296;Conseil Général de Seine-Saint-Denis;40000;610313;POCHON Elisabeth;SRC;Seine-Saint-Denis;
7297;Conseil local parents élèves St Marcellin;6000;606910;BONNETON Michèle;ECOLO;Isère;
7298;Conseil Presbytéral de la Paroisse Protestante ;2500;267355;HERTH Antoine;UMP;Bas-Rhin;
7299;Conseil Syndical Pays de CHARENCY VEZIN;10000;1243;ECKERT Christian;SRC;Meurthe-et-Moselle;
7300;Conservatoire des animaux en voie d'extinction;20000;267895;CHARTIER Jérôme;UMP;Val-d'Oise;
7301;Conservatoire des Animaux en voie d'extinction (CAVEX);2000;2048;MANCEL Jean-François;UMP;Oise;
7302;Conservatoire des savoir faire du Perron;2000;2801;TERROT Michel;UMP;Rhône;
7303;Conservatoire des Traditions Culinaires;1000;267680;GINESY Charles-Ange;UMP;Alpes-Maritimes;
7304;Conservatoire du Patrimoine de Soleymieu;1000;2250;MOYNE-BRESSAND Alain;UMP;Isère;
7305;Contact Club;20000;605426;MENNUCCI Patrick;SRC;Bouches-du-Rhône;
7306;CONTEVILLE;3441;998;DASSAULT Olivier;UMP;Oise;
7307;Conty-Loeuilly Sporting Club;1500;1466;GEST Alain;UMP;Somme;
7308;Coopération Solidarité Internationale 56;1000;607603;LE RAY Philippe;UMP;Morbihan;
7309;Coopérative des pêcheurs de Wallis;9439;610824;VERGÉ David;SRC;Wallis-et-Futuna;
7310;Coopérative La Luna;6640;332747;de RUGY François;ECOLO;Loire-Atlantique;
7311;Coopérative Scolaire de l'Ecole de Montainville;2000;609442;TETART Jean-Marie;UMP;Yvelines;
7312;Coopérative Scolaire de l'Ecole des Ecorces;1500;267576;BONNOT Marcel;UMP;Doubs;
7313;Coopérative scolaire de l'école Jean Jaurès;1000;605758;DESSUS Sophie;SRC;Corrèze;
7314;Coopérative Scolaire de St Laurent d'Arce;1500;2430;PLISSON Philippe;SRC;Gironde;
7315;Coopérative scolaire Saint Laurent en Beaumont;1000;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
7316;Coordination Aveyron pour l'éducation a la non violence et à la paix;1000;267266;CENSI Yves;UMP;Aveyron;
7317;Coordination culturelle du Royans;4300;606910;BONNETON Michèle;ECOLO;Isère;
7318;Coordination Montagne;5000;267336;GIRAUD Joël;RRDP;Hautes-Alpes;
7319;Coordination pour la sauvegarde du bois de Boulogne et ses abords;3000;1498;GOASGUEN Claude;UMP;Paris;
7320;COPRA;3000;345897;RICHARD Arnaud  ;UDI;Yvelines;
7321;Corazon de la Amazonia;6000;610860;CORONADO Sergio;ECOLO;Français établis hors de France;
7322;Corps et Métaphores;1000;1001;DAUBRESSE Marc-Philippe;UMP;Nord;
7323;Corsica Bella de Porto-Vecchio;1000;267689;de ROCCA SERRA Camille;UMP;Corse-du-Sud;
7324;CORSICA SIDA;1000;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
7325;Cosmos Saint-Denis;5000;610245;HANOTIN Mathieu;SRC;Seine-Saint-Denis;
7326;Cote Jardins solidaires;2000;606258;CAVARD Christophe;ECOLO;Gard;
7327;COTEC;3000;607846;DARMANIN Gérald;UMP;Nord;
7328;Couleur d'enfants;1500;2815;TIAN Dominique;UMP;Bouches-du-Rhône;
7329;Couleurs de Tavel//ODG de Tavel;2000;606225;PRAT Patrice;SRC;Gard;
7330;Couleurs du Sud;1000;330788;REYNES Bernard;UMP;Bouches-du-Rhône;
7333;Coup d'main;7000;1020;DEBRE Bernard;UMP;Paris;
7331;COUP DE POUCE 83;1500;267378;LEVY Geneviève;UMP;Var;
7332;Coup de Soleil;5000;543;BLOCHE Patrick;SRC;Paris;
7334;Coup du Cœur de Saint Symphorien sur Saône;1000;2775;SUGUENOT Alain;UMP;Côte-d'Or;
7335;Cour de cassation;30000;;
7336;Cour des Comptes  ";250000;;
7337;Courant d'air frais;1500;609016;BAUPIN Denis;ECOLO;Paris;
7338;COURCELLES-EPAYELLES;8000;998;DASSAULT Olivier;UMP;Oise;
7339;courrir en Trièves;1000;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
7340;Cours la Ville Cyclisme;3000;334843;VERCHERE Patrice;UMP;Rhône;
7341;Course des Roses;1000;2048;MANCEL Jean-François;UMP;Oise;
7342;Courzik'Festival;1500;417099;ROBINET Arnaud;UMP;Marne;
7343;Couveuse d'entreprises ARIAC;6000;606586;ROIG Frédéric;SRC;Hérault;
7344;Cowboy Hat dancers ;3000;422119;DOUILLET David;UMP;Yvelines;
7345;CPE des collèges du bassin Alpes-Sud-Isère;2500;332384;ISSINDOU Michel;SRC;Isère;
7346;CPIE des Causses méridionaux;8000;606586;ROIG Frédéric;SRC;Hérault;
7347;CPIE du Bassin de Thau;8000;606586;ROIG Frédéric;SRC;Hérault;
7348;CPIE Gâtine Poitevine;2000;345994;DRAPEAU Jean-Luc;SRC;Deux-Sèvres;
7349;CPIE Médoc;5000;331973;GOT Pascale;SRC;Gironde;
7350;CQ Cernuschi Valentiny;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7351;CQ Cimiez Rimiez Brancolar Scuderi Commandant Gérôme;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7352;CQ Comité Traditions Avenir ;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7353;CQ Haut Cimiez Rimiez;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7354;CQ Pasteur St Pons Florès;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7355;CQ Pessicart Mantéga Righi Cyrnos;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7356;CQ Pessicart Supérieur;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7357;CQ St Maurice Borriglione Parc Chambrun Vallon des Fleurs;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7358;CQ St Sylvestre St Barthélémy Supérieur;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7359;CQ Valrose Jeanne d'Arc;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7360;CRANCEY;1500;369;BAROIN François;UMP;Aube;
7361;CRAPSE;1000;267378;LEVY Geneviève;UMP;Var;
7362;Crazy Jazz Band;1000;267204;SERMIER Jean-Marie;UMP;Jura;
7363;CREA;5000;696;BUSSEREAU Dominique;UMP;Charente-Maritime;
7364;Crea-Danse;1000;1001;DAUBRESSE Marc-Philippe;UMP;Nord;
7365;CREATIF;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
7366;Crèche Les lapins bleus;2000;345937;POISSON Jean-Frédéric;UMP;Yvelines;
7367;Créche Parentale des Petits Pinsons;8500;1630;HERBILLON Michel;UMP;Val-de-Marne;
7368;Créer avec la langue française;2000;687214;BERRIOS Sylvain;UMP;Val-de-Marne;
7369;CRESUS;1500;267378;LEVY Geneviève;UMP;Var;
7370;CRIIRAD;15000;;
7371;CRIIREM;5000;;
7372;Crions d'couleurs;2500;606693;LE CALLENNEC Isabelle;UMP;Ille-et-Vilaine;
7373;Croix blanche;32000;2317;PAJON Michel;SRC;Seine-Saint-Denis;
7374;Croix Blanche d'Audenge;1000;606478;FOULON Yves;UMP;Gironde;
7375;Croix Blanche de Gujan-Mestras;1000;606478;FOULON Yves;UMP;Gironde;
7376;Croix Blanche du Cap-Ferret;1000;606478;FOULON Yves;UMP;Gironde;
7377;Croix Rouge;3500;695511;COSTES Jean-Louis;UMP;Lot-et-Garonne;
7378;Croix Rouge;1000;1012;DE LA VERPILLIERE Charles;UMP;Ain;
7379;Croix Rouge;4000;606478;FOULON Yves;UMP;Gironde;
7380;Croix Rouge;1500;609218;GRELIER Estelle;SRC;Seine-Maritime;
7381;Croix Rouge - Délégation belfortaine;2000;267327;MESLOT Damien;UMP;Territoire-de-Belfort;
7382;Croix Rouge - Délégation du 5e;2000;1310;FILLON François;UMP;Paris;
7383;Croix Rouge de Pont Audemer;1500;2236;MORIN Hervé ;UDI;Eure;
7384;CROIX ROUGE FRANCAISE;5000;606161;GUITTET Chantal;SRC;Finistère;
7385;Croix rouge française;1500;605963;ALAUZET Eric;ECOLO;Doubs;
7386;Croix Rouge française;2500;606793;BAUMEL Laurent;SRC;Indre-et-Loire;
7387;Croix Rouge Française;1000;856;CHERPION Gérard;UMP;Vosges;
7388;Croix Rouge Française;2000;267532;FRANCINA Marc;UMP;Haute-Savoie;
7389;Croix Rouge Française;5000;1630;HERBILLON Michel;UMP;Val-de-Marne;
7390;Croix rouge française;3000;1931;LELLOUCHE Pierre;UMP;Paris;
7391;Croix Rouge Française;1000;267512;MARC Alain;UMP;Aveyron;
7392;Croix rouge française;1000;332950;ORLIAC Dominique;RRDP;Lot;
7393;Croix Rouge Française;5000;267605;PECRESSE Valérie;UMP;Yvelines;
7394;Croix Rouge Française Paris 15ème;3000;1521;GOUJON Philippe;UMP;Paris;
7395;Croix-Rouge de Saint-Martin;3500;610830;GIBBES Daniel;UMP;Saint-Barthélemy et Saint-Martin;
7396;Croq' la Vie;1000;267512;MARC Alain;UMP;Aveyron;
7397;Croq'Soleil;1500;605963;ALAUZET Eric;ECOLO;Doubs;
7398;Croque la Vie;1000;1630;HERBILLON Michel;UMP;Val-de-Marne;
7399;Crozon Littoral Environnement;4000;606171;FERRAND Richard;SRC;Finistère;
7400;CRS 45;1000;334906;MEUNIER Philippe;UMP;Rhône;
7401;Cry d'Err;1500;230329;LAMOUR Jean-François;UMP;Paris;
7402;CS Ozon Football;1500;267591;FENECH Georges;UMP;Rhône;
7403;CS Vienne Rugby;16000;606899;BINET Erwann;SRC;Isère;
7404;CSA Football;1000;267148;GILARD Franck;UMP;Eure;
7405;CSAKB;7500;610481;LAURENT Jean-Luc;SRC;Val-de-Marne;
7406;CSAV Aviron;1500;230;ACCOYER Bernard;UMP;Haute-Savoie;
7407;CSAV Handball;5000;230;ACCOYER Bernard;UMP;Haute-Savoie;
7408;CSB de Bourtzwiller ;5000;216574;HILLMEYER Francis ;UDI;Haut-Rhin;
7409;CSBJ Handisport;1000;2250;MOYNE-BRESSAND Alain;UMP;Isère;
7410;Csc L'Escale;3000;2707;SCHNEIDER André;UMP;Bas-Rhin;
7411;Csc Victor Schoelcher;5000;2707;SCHNEIDER André;UMP;Bas-Rhin;
7412;CSL - Club Sportif de Lagnieu;1000;1012;DE LA VERPILLIERE Charles;UMP;Ain;
7413;Cté de communes de CAP DE GASCOGNE;20000;1252;EMMANUELLI Henri;SRC;Landes;
7414;Cté de communes de Douve/Divette;10000;642836;GOSSELIN Geneviève;SRC;Manche;
7415;Cté de communes de Mugron;33000;;
7416;Cté de communes du Grand Pic Saint Loup;11100;606586;ROIG Frédéric;SRC;Hérault;
7417;Cté de communes du Grand Pic Saint Loup;10000;606586;ROIG Frédéric;SRC;Hérault;
7418;Cté de communes du Val de Sarthe;20000;;
7419;CTT Bruille;7000;267492;CANDELIER Jean-Jacques;GDR;Nord;
7420;Cub des Sports de Valberg;1000;267680;GINESY Charles-Ange;UMP;Alpes-Maritimes;
7421;Cueille la vie;2000;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
7422;Culture Animations et Projets de Saint-Amarin;1000;267013;SORDI Michel;UMP;Haut-Rhin;
7423;Culture Danse;4000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
7424;Culture et loisirs;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
7425;Culture et Loisirs d'Aubergenville;1000;609442;TETART Jean-Marie;UMP;Yvelines;
7426;Culture et Loisirs de Noailles;1000;2048;MANCEL Jean-François;UMP;Oise;
7427;Culture insertion et prévention;2400;609520;POMPILI Barbara;ECOLO;Somme;
7428;Culture Loisirs Action du Plouich;2000;1459;GERARD Bernard;UMP;Nord;
7429;Culture sur cour;10000;735;CARESCHE Christophe;SRC;Paris;
7430;Culture'mania;13000;642684;MAGGI Jean-Pierre;SRC;Bouches-du-Rhône;
7431;Cultures du Cœur;1000;2529;REITZER Jean-Luc;UMP;Haut-Rhin;
7432;Cultures du Cœur;1000;267013;SORDI Michel;UMP;Haut-Rhin;
7433;Cultures du cœur Haut-Rhin;1000;267227;GROSSKOST Arlette;UMP;Haut-Rhin;
7434;Cultures en Volvestre;5000;1936;LEMASLE Patrick;SRC;Haute-Garonne;
7435;Cuzance Patrimoine;1000;;
7436;Cuzieu Art et Culture;1000;605036;ABAD Damien;UMP;Ain;
7444;CYCL'ONE;10000;;
7437;Cycle musical Landunvez;2000;606149;BLEUNVEN Jean-Luc;SRC;Finistère;
7438;Cyclisme du Haut-Allier 43;1000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
7440;Cyclo club de L'Isle-Adam;1000;267886;PONIATOWSKI Axel;UMP;Val-d'Oise;
7439;Cyclo Club de Limours;1000;267628;KOSCIUSKO-MORIZET Nathalie;UMP;Essonne;
7441;Cyclo Touriste Caladois;3000;2377;PERRUT Bernard;UMP;Rhône;
7443;Cyclo-Club de Nogent;1000;1031;DEGAUCHY Lucien;UMP;Oise;
7442;Cycloclub "La Moulinette";1000;330788;REYNES Bernard;UMP;Bouches-du-Rhône;
7445;Cyprès;10000;1761;KERT Christian;UMP;Bouches-du-Rhône;
2390;Cœur de Jasmin;1000;344492;SIRE Fernand;UMP;Pyrénées-Orientales;
2391;Cœur du Cinq;2500;1310;FILLON François;UMP;Paris;
7446;Da Storm;4800;606258;CAVARD Christophe;ECOLO;Gard;
7447;Dames de Coeur;1000;343623;GROMMERCH Anne;UMP;Moselle;
7448;Dangerous Team;2000;267532;FRANCINA Marc;UMP;Haute-Savoie;
7449;Dans'Âm;10000;;
7450;Danse en Ile de France ;1000;422119;DOUILLET David;UMP;Yvelines;
7451;Danse et Gym du Bois;1000;267628;KOSCIUSKO-MORIZET Nathalie;UMP;Essonne;
7452;Danse et Spectacle;1000;2048;MANCEL Jean-François;UMP;Oise;
7453;De bouche à oreille;5000;606545;ROUMÉGAS Jean-Louis;ECOLO;Hérault;
7454;De L'art;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7455;Découvrir;1000;345937;POISSON Jean-Frédéric;UMP;Yvelines;
7456;Défense de l'Environnement de la Commune du Mas;1000;267680;GINESY Charles-Ange;UMP;Alpes-Maritimes;
7457;Défense de l'Environnement, du Cadre de Vie et du Patrimoine;2000;267743;COURTIAL Edouard;UMP;Oise;
7458;DEFENSE SUD VALLEE AISNE;1000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
7459;Défenseur des droits;50000;;
7460;DEFI;12000;607256;CORRE Valérie;SRC;Loiret;
7461;Dèlégation Morbihannaise de l'Association Nationale des Pupilles de la Nation des Ophelins de Guerre et du Devoir;1000;607603;LE RAY Philippe;UMP;Morbihan;
7462;Dep'art;1000;330788;REYNES Bernard;UMP;Bouches-du-Rhône;
7463;Département Educatif de la Jeunesse Juive DEJJ;1000;2667;SALLES Rudy  ;UDI;Alpes-Maritimes;
7464;Départementale des Protection Civile du Var;2000;1483;GIRAN Jean-Pierre;UMP;Var;
7465;Des Amis du Château;10000;267165;CHATEL Luc;UMP;Haute-Marne;
7466;Des Amis du Cheval de Genech;7500;1857;LAZARO Thierry;UMP;Nord;
7467;Des Amis du Pèlerinage de Notre Dame de la Roche;1000;334843;VERCHERE Patrice;UMP;Rhône;
7468;Des Amis et des livres;500;267429;CINIERI Dino;UMP;Loire;
7469;Des artistes à la campagne;3000;605963;ALAUZET Eric;ECOLO;Doubs;
7470;Des Collections et Amis du Musée du Cinéma et de la Photographie;2500;267551;LAMBLIN Jacques;UMP;Meurthe-et-Moselle;
7471;Des Jardins Familiaux du Mesnil-le-Roi;2500;2257;MYARD Jacques;UMP;Yvelines;
7472;des rêves et des sentes;1000;342415;BATTISTEL Marie-Noëlle;SRC;Isère;
7473;Des Souvenir pour tous;5000;334768;TOURAINE Jean-Louis;SRC;Rhône;
7474;Desclicks l'Informatique Solidaire;2000;2707;SCHNEIDER André;UMP;Bas-Rhin;
7475;Détente Gym et Loisirs De Thury;1000;267743;COURTIAL Edouard;UMP;Oise;
7476;Deux rayons de soleil;1000;267042;FAVENNEC Yannick ;UDI;Mayenne;
7477;Développement du Rail et des Transports Collectifs des Pays de Saverne et de Sarrebourg (ADRESS);1000;608416;HETZEL Patrick;UMP;Bas-Rhin;
7478;DIA DANCE;2000;346876;SOLERE Thierry;UMP;Hauts-de-Seine;
